AIRPORT_ID,Code,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
11339,DLL,Dillon County,34.44916667,-79.36861111
11340,DLM,Dalaman Airport,36.7125,28.79222222
11341,DLO,Dolomi Airport,55.12222222,-132.05
11342,DLS,The Dalles Municipal,45.61944444,-121.1647222
11342,DLS,Columbia Gorge Regional/The Dalles Municipal,45.61861111,-121.1672222
11343,DLU,Dali City Airport,25.66666667,100.3166667
11343,DLU,Xiaguan,25.65055556,100.3188889
11344,DMA,Davis Monthan AFB,32.16638889,-110.8825
11345,DME,Domodedovo,55.40861111,37.90638889
11348,DMN,Deming Municipal,32.2625,-107.7188889
11349,DMO,Sedalia Memorial,38.7075,-93.17583333
11349,DMO,Sedalia Regional,38.7075,-93.17583333
11350,DMU,Manipur Road,25.88388889,93.77361111
11351,DNA,Kadena AB,26.355,127.7738889
11352,DNB,Dunbar Airport,-16.01083333,142.3905556
11353,DNC,Duncan Canal Airport,56.75694444,-133.2216667
11354,DND,Dundee Airport,56.4525,-3.02027778
11355,DNE,Dallas North,33.07888889,-96.73833333
11357,DNK,Dnipropetrovsk International,48.35722222,35.10055556
11358,DNL,Daniel Field,33.46694444,-82.03833333
11359,DNN,Dalton Municipal,34.72194444,-84.86916667
11360,DNO,Dianopolis Airport,-11.61666667,-46.85
11361,DNQ,Deniliquin Airport,-35.56,144.9516667
11362,DNR,Dinard/Pleurtuit/St Malo,48.58777778,-2.08361111
11362,DNR,Pleurtuit,48.58777778,-2.08
11362,DNR,Dinard Pleurtuit St Malo,48.58777778,-2.08
11363,DNV,Vermillon County,40.19722222,-87.59694444
11363,DNV,Vermilion Regional,40.19972222,-87.59555556
11365,DNZ,Cardak,37.78555556,29.70138889
11366,DOD,Dodoma Airport,-6.16666667,35.75027778
11367,DOF,Dora Bay Airport,55.23333333,-132.2166667
11368,DOG,Dongola Airport,19.18333333,30.45
11369,DOH,Doha International,25.25694444,51.56638889
11370,DOK,Donetsk International,48.07361111,37.73972222
11371,DOL,St Gatien,49.36277778,0.16416667
11371,DOL,Normandie,49.36527778,0.15444444
11371,DOL,Deauvillle Normandie,49.36527778,0.15444444
11371,DOL,Deauville Normandie,49.36527778,0.15444444
11372,DOM,Melville Hall,15.54305556,-61.30916667
11372,DOM,Douglas Charles,15.54666667,-61.30138889
11373,DON,Dos Lagunas Airport,17.69388889,-89.53111111
11374,DOU,Dourados Airport,-22.20277778,-54.92555556
11375,DOV,Dover AFB,39.12694444,-75.46444444
11376,DPA,Du Page County,41.91555556,-88.24666667
11377,DPG,Michael AAF,40.19944444,-112.9366667
11378,DPL,Dipolog Airport,8.60194444,123.3422222
11379,DPO,Devonport Airport,-41.17083333,146.425
11380,DPS,Bali International,-8.74861111,115.165
11380,DPS,Ngurah Rai International,-8.74833333,115.1675
11380,DPS,Gusti Ngurah Rai International,-8.74833333,115.1675
11381,AA8,Badami,70.1375,-147.0305556
11382,DQB,Montijo Airport,38.70388889,-9.03583333
11383,DQC,Sebastian Municipal,27.81277778,-80.49555556
11384,DQD,Allen H Tigert,42.64166667,-111.58
11385,DQE,Holtville Airport,32.84027778,-115.2675
11387,DQG,Springfield Robertson County,36.53722222,-86.92055556
11388,DQH,Alpine Air Strip,70.34833333,-150.9316667
11388,DQH,Alpine Airstrip,70.34416667,-150.9447222
11389,FVL,Colusa Airport,39.17916667,-121.9933333
11389,DQI,Colusa Airport,39.17916667,-121.9933333
11389,DQI,Colusa County,39.17888889,-121.9933333
11390,DQJ,Weydahl Field,47.39277778,-102.7708333
11390,DQJ,Dunn County Weydahl Field,47.39138889,-102.7719444
11391,DQK,Wheeler-Sack AAF,44.05,-75.73305556
11392,DQL,Lake Hood Strip,61.18694444,-149.9652778
11394,DQN,New Smyrna Beach Municipal,29.05444444,-80.94805556
11395,DQO,Delhi Municipal,32.41083333,-91.49861111
11396,DQP,Marshall Field,38.23638889,-89.35861111
11397,DQQ,Cozad Municipal,40.86916667,-100.0036111
11398,DQR,Grand Canyon West,35.98861111,-113.81
11399,DQS,Bar Ten Airstrip,36.25972222,-113.2313889
11399,DQS,Grand Canyon Bar Ten Airstrip,36.25638889,-113.2308333
11400,DQT,Boscombe Down,51.16277778,-1.73416667
11401,DQU,Neets Bay,55.77888889,-131.6013889
11402,DQV,Glacier Point,59.1025,-135.3822222
11403,DQW,Hualapai,35.57222222,-113.2925
11404,DQX,Tsui River Airport,60.07472222,-143.0866667
11405,XMR,Cape Canaveral AFS,28.46722222,-80.56666667
11405,DQY,Cape Canaveral AFS,28.46722222,-80.56666667
11405,DQY,Cape Canaveral AFS Skid Strip,28.4675,-80.56666667
11406,DQZ,Platinum Mine,58.91166667,-161.7138889
11407,DRA,Desert Rock,36.61944444,-116.0319444
11408,DRB,Derby Airport,-17.37333333,123.6525
11409,DRE,Drummond Island Airport,46.01111111,-83.74583333
11410,DRF,Drift River Airport,60.58944444,-152.1577778
11411,DRG,Deering Airport,66.08083333,-162.7333333
11412,DRN,Dirranbandi Airport,-28.58666667,148.2152778
11413,DRO,La Plata County,37.15,-107.7511111
11413,DRO,Durango La Plata County,37.15,-107.7511111
11414,DRS,Klotzsche,51.13333333,13.76666667
11414,DRS,Dresden Airport,51.13333333,13.76666667
11415,DRT,Del Rio International,29.37416667,-100.9272222
11416,DRU,Drummond Airport,46.61666667,-113.2
11417,DRW,Darwin International,-12.41666667,130.8722222
11418,DSA,Doncaster Sheffield,53.47472222,-1.00444444
11419,DSD,La Desirade Airport,16.33333333,-61.01666667
11420,DSE,Dessie/Combolcha,11.075,39.71527778
11421,DSI,Destin-Ft. Walton Beach,30.4,-86.47138889
11421,DSI,Destin Executive,30.4,-86.47138889
11422,DSK,D. I. Khan,31.90972222,70.89722222
11423,DSM,Des Moines Municipal,41.53388889,-93.65666667
11423,DSM,Des Moines International,41.53388889,-93.65666667
11424,DTA,Delta Airport,39.38305556,-112.5055556
11424,DTA,Delta Municipal,39.37916667,-112.5083333
11425,DTH,Furnace Creek,36.46388889,-116.8805556
11427,DTL,Detroit Lakes-Wething Field,46.82638889,-95.88611111
11428,DTM,Dortmund Airport,51.51666667,7.46666667
11429,DTN,Shreveport Downtown,32.54027778,-93.745
11430,DTO,Denton Municipal,33.20055556,-97.19416667
11430,DTO,Denton Enterprise,33.20222222,-97.19805556
11431,DTR,Decatur,48.51,-122.8030556
11432,DTT,Detroit Metropolitan Area,42.31277778,-83.17861111
11433,DTW,Detroit Metro Wayne County,42.21666667,-83.34444444
11434,DUA,Eaker Field,33.93333333,-96.4
11435,DUB,Dublin Airport,53.4325,-6.25222222
11436,DUC,Halliburton Field,34.47222222,-97.95972222
11437,DUD,Dunedin Airport,-45.925,170.2
11438,DUE,Dundo Airport,-7.4025,20.81944444
11439,DUF,Pine Island,36.25333333,-75.78861111
11440,DUG,Bisbee Douglas International,31.46888889,-109.6030556
11441,DUJ,DuBois Jefferson County,41.17833333,-78.89888889
11441,DUJ,DuBois Regional,41.17833333,-78.89861111
11442,DUQ,Duncan,48.75,-123.7166667
11443,DUR,Louis Botha,-29.97,30.95
11444,DUS,Dusseldorf International,51.28111111,6.75277778
11444,DUS,Dusseldorf Airport,51.28111111,6.75277778
11444,DUS,Duesseldorf,51.28944444,6.76666667
11445,DUT,Unalaska Airport,53.89583333,-166.5388889
11446,DVK,Diavik Airport,64.51138889,-110.2894444
11447,DVL,Devils Lake Regional,48.11305556,-98.9075
11448,DVN,Davenport Municipal,41.61138889,-90.58916667
11449,DVO,Francisco Bangoy International,7.13166667,125.6494444
11450,DVT,Phoenix - Deer Valley,33.68333333,-112.0833333
11452,DWA,Yolo County,38.57916667,-121.8566667
11453,DWH,David Wayne Hooks Memorial,30.06388889,-95.55972222
11454,DWS,Walt Disney World,28.38361111,-81.55
11455,DXB,Dubai International,25.25138889,55.37055556
11456,DXR,Danbury Municipal,41.37166667,-73.48027778
11457,DYG,Dayong Airport,29.12944444,110.4783333
11457,DYG,Hehua,29.10305556,110.4436111
11458,DYR,Ugolny,64.73333333,177.75
11458,DYR,Anadyr Airport,64.735,177.7383333
11459,DYS,Dyess AFB,32.42,-99.85666667
11460,DYU,Dushanbe Airport,38.54361111,68.82361111
11461,DZA,Dzaoudzi-Pamandzi,-12.80472222,45.28111111
11462,DZO,Durazno Airport,-33.36666667,-56.51666667
11463,EAA,Eagle Airport,64.77666667,-141.1486111
11464,EAG,Eagle Creek Strip,67.56222222,-162.9752778
11466,EAM,Nejran Airport,17.61166667,44.42972222
11467,EAN,Phifer Field,42.05555556,-104.9322222
11467,EAN,Phifer Airfield,42.05555556,-104.9286111
11468,EAR,Kearney Regional,40.72833333,-98.99888889
11469,EAS,San Sebastian Airport,43.35777778,-1.79
11470,EAT,Pangborn Memorial,47.39972222,-120.2077778
11471,EAU,Eau Claire Municipal,44.86444444,-91.48722222
11471,EAU,Chippewa Valley Regional,44.86444444,-91.48722222
11472,EBA,Marina Di Campo,42.76111111,10.23972222
11473,EBB,Entebbe International,0.0425,32.43805556
11474,EBD,El Obeid Airport,13.15972222,30.23416667
11475,EBJ,Esbjerg Airport,55.52638889,8.5525
11476,EBL,Erbil International,36.2375,43.96305556
11477,EBU,Boutheon,45.54166667,4.2975
11477,EBU,Saint Etienne Boutheon,45.53416667,4.29722222
11477,EBU,Saint Etienne Loire,45.53416667,4.29722222
11478,ECA,Iosco County,44.31333333,-83.42333333
11479,ECG,Elizabeth,36.25916667,-76.17305556
11479,ECG,Elizabeth City CGAS/Regional,36.25916667,-76.17305556
11480,ECN,Ercan Airport,35.15888889,33.49361111
11481,ECP,Northwest Florida Beaches International,30.35777778,-85.79888889
11482,ECS,Mondell Field,43.88333333,-104.3125
11483,ECU,Edwards County,29.94694444,-100.1738889
11484,EDA,Edna Bay Airport,55.93638889,-133.6555556
11486,EDE,Northeastern Regional,36.02861111,-76.56972222
11487,EDF,Elmendorf AFB,61.25361111,-149.7916667
11488,EDI,Edinburgh Airport,55.94861111,-3.35027778
11489,EDL,Eldoret Airport,0.53694444,35.28083333
11490,EDW,Edwards AFB,34.9,-117.8666667
11491,EED,Needles Airport,34.75833333,-114.62
11492,EEK,Eek Airport,60.21666667,-162.0166667
11493,EEN,Dillant Hopkins,42.90083333,-72.27083333
11494,EFB,Eight Fathom Bight Airport,58,-135.7333333
11495,EFD,Ellington Field,29.60722222,-95.15861111
11495,EFD,Ellington,29.60722222,-95.15861111
11496,EFK,Newport Airport,44.88944444,-72.23
11496,EFK,Newport State,44.88944444,-72.23
11497,EFL,Argostolion,38.11805556,20.50555556
11498,EG1,Cairo West,30.11638889,30.91555556
11499,EG2,Jiyanklis New Airbase,30.81972222,30.19111111
11499,EG2,Jiyanklis AB,30.81944444,30.19166667
11500,EG3,Beni Suef Airport,29.20833333,31.01666667
11501,EGA,Chenega Airport,60.28333333,-148.0833333
11502,EGC,Roumaniere,44.82527778,0.51861111
11502,EGC,Bergerac Roumaniere,44.82444444,0.51888889
11502,EGC,Bergerac Dordogne Perigord,44.82444444,0.51888889
11503,EGE,Eagle County Regional,39.64361111,-106.9138889
11504,EGI,Duke Field (Eglin Af Aux Nr 3),30.65027778,-86.52694444
11504,EGI,Duke Field,30.65027778,-86.52277778
11505,EGN,Geneina Airport,13.4875,22.46944444
11506,EGP,Eagle Pass Airport,28.70222222,-100.4805556
11506,EGP,Eagle Pass Municipal,28.70222222,-100.4805556
11507,EGS,Egilsstadir Airport,65.27777778,-14.40277778
11508,EGT,Wellington Municipal,37.32361111,-97.38833333
11510,EGV,Eagle River Union,45.93166667,-89.26888889
11511,EGX,Egegik Airport,58.20777778,-157.3702778
11512,EHM,Cape Newenham AFS,58.64722222,-162.0605556
11512,EHM,Cape Newenham LRRS,58.64638889,-162.0627778
11513,EHR,Eagle Harbor Airport,57.41666667,-152.7166667
11514,EHT,Rentschler,41.75777778,-72.62
11514,EHT,Rentschler Heliport,41.75333333,-72.62833333
11515,EIA,Eia Airport,-8.10833333,147.625
11516,EIB,Eisenach Kindel,50.99277778,10.47277778
11517,EIL,Eielson AFB,64.665,-147.0972222
11518,EIN,Eindhoven Airport,51.45333333,5.38888889
11519,EIS,Beef Island,18.44388889,-64.54277778
11519,EIS,Terrance B. Lettsome International,18.44388889,-64.54277778
11519,EIS,Terrance B. Lettsome,18.44555556,-64.54166667
11520,EJA,Yariguies,7.01583333,-73.79916667
11521,EJH,Wedjh Airport,26.20027778,36.47583333
11522,EKA,Eureka Airport,40.805,-124.115
11522,EKA,Murray Field,40.80444444,-124.1138889
11523,EKI,Elkhart Municipal,41.72222222,-85.99222222
11524,EKN,Elkins-Randolph County-Jennings Randolph Field,38.88944444,-79.85777778
11525,EKO,Elko Regional,40.82388889,-115.7897222
11526,EKX,Addington Field,37.68694444,-85.92388889
11527,EKY,Bessemer Airport,33.31277778,-86.92583333
11528,ELA,Eagle Lake Airport,29.58333333,-96.33333333
11529,ELB,Las Flores,9.04888889,-73.97416667
11529,ELB,El Banco Airport,9.04555556,-73.975
11530,ELC,Elcho Island Airport,-12.02083333,135.5722222
11531,ELD,El Dorado Airport,33.22055556,-92.81472222
11531,ELD,Goodwin Field,33.22055556,-92.81472222
11531,ELD,South Arkansas Regional at Goodwin Field,33.22083333,-92.81333333
11532,ELF,El Fasher Airport,13.615,25.32472222
11533,ELG,El Golea Airport,30.5675,2.86472222
11534,ELH,No Eleuth,25.47472222,-76.685
11534,ELH,North Eleuthera Airport,25.47472222,-76.685
11535,ELI,Elim Airport,64.61361111,-162.2702778
11536,ELJ,El Recreo Airport,2,-74.13333333
11537,ELM,Elmira/Corning Regional,42.16083333,-76.89527778
11538,ELN,Bowers Field,47.03388889,-120.5302778
11540,ELP,El Paso International,31.80666667,-106.3772222
11541,ELQ,Gassim Airport,26.30333333,43.77083333
11541,ELQ,Prince Nayef Bin Abdulaziz,26.30277778,43.77416667
11541,ELQ,Prince Naif Bin Abdulaziz,26.30277778,43.77416667
11543,ELS,Ben Schoeman,-33.03611111,27.82388889
11543,ELS,East London Airport,-33.03611111,27.82388889
11544,ELT,El Tor Airport,28.21166667,33.63611111
11545,ELV,Elfin Cove Seaplane Base,58.2,-136.3166667
11546,ELW,Ellamar Seaplane Base,60.89333333,-146.7083333
11547,ELY,Ely Airport/Yelland Field,39.30194444,-114.8419444
11548,EMA,East Midlands,52.83,-1.32944444
11549,EMD,Emerald Airport,-23.57,148.1783333
11550,EMK,Emmonak Airport,62.78611111,-164.4908333
11551,EMM,Kemmerer Municipal,41.825,-110.5583333
11552,EMN,Nema Airport,16.62,-7.31722222
11553,EMP,Emporia Municipal,38.3325,-96.19083333
11554,EMT,El Monte Airport,34.08583333,-118.0336111
11554,EMT,San Gabriel Valley,34.08611111,-118.0347222
11555,ENA,Kenai Municipal,60.5675,-151.2511111
11556,ENC,Essey,48.69166667,6.23166667
11556,ENC,Nancy Essey,48.69222222,6.22611111
11557,END,Vance AFB,36.33972222,-97.91583333
11558,ENL,Centralia Municipal,38.51222222,-89.09222222
11559,ENN,Nenana Municipal,64.54638889,-149.0833333
11560,XWX,Coronel Enrique Soto Cano AB,14.38027778,-87.62027778
11560,ENQ,Coronel Enrique Soto Cano AB,14.38222222,-87.62111111
11561,ENS,Twenthe,52.27166667,6.87833333
11561,ENS,Twente,52.27583333,6.8725
11562,ENU,Enugu Airport,6.47555556,7.56611111
11562,ENU,Akanu Ibiam International,6.47361111,7.55888889
11563,ENV,Wendover Airport,40.71861111,-114.0338889
11564,ENW,Kenosha Regional,42.59583333,-87.92777778
11565,EOH,Enrique Olaya Herrera,6.21944444,-75.59055556
11565,EOH,Olaya Herrera,6.22055556,-75.59055556
11566,EOK,Keokuk Municipal,40.45833333,-91.43
11567,EPH,Ephrata,47.30416667,-119.5125
11567,EPH,Ephrata Municipal,47.30805556,-119.5169444
11569,EPL,Mirecourt,48.32583333,6.06944444
11569,EPL,Epinal Mirecourt,48.325,6.07
11570,EPN,Epena Airport,1.37305556,17.47361111
11571,EPR,Esperance Airport,-33.685,121.8241667
11572,EQS,Esquel Airport,-42.90972222,-71.1425
11573,ERA,Erigavo Airport,10.52138889,47.38972222
11574,ERC,Erzincan Airport,39.71166667,39.51694444
11575,ERD,Berdyansk Airport,46.73333333,36.78333333
11576,ERF,Erfurt Airport,50.98333333,10.96666667
11576,ERF,Erfurt Weimar,50.97972222,10.95805556
11577,ERI,Erie International,42.08,-80.17861111
11577,ERI,Erie International/Tom Ridge Field,42.08,-80.17861111
11578,ERM,Erechim Airport,-27.64166667,-52.27555556
11579,ERN,Eirunepe Airport,-6.66666667,-69.91666667
11580,ERS,Eros,-22.61666667,17.08333333
11581,ERT,Erdenet Airport,48.98361111,104.1497222
11582,ERV,Kerrville Municipal/Louis Schreiner Field,29.97666667,-99.08555556
11583,ERZ,Erzurum Airport,39.95555556,41.17361111
11584,ES1,Getafe Airbase,40.29416667,-3.72388889
11584,ES1,Getafe,40.29416667,-3.72361111
11585,ESA,Esa'ala Airport,-9.86972222,150.9536111
11586,ESB,Esenboga,40.12916667,32.99666667
11587,ESC,Delta County,45.72055556,-87.08666667
11588,ESD,Orcas Island,48.70833333,-122.9125
11589,ESE,Ensenada Airport,31.795,-116.6011111
11589,ESE,General Alberto L. Salinas Carranza,31.79416667,-116.6038889
11590,ESF,Esler Regional,31.39527778,-92.29722222
11591,ESM,General Rivadeneira,0.97833333,-79.6275
11591,ESM,Coronel Carlos Concha Torres,0.97861111,-79.62666667
11592,ESN,Easton Municipal,38.80277778,-76.06777778
11592,ESN,Easton/Newnam Field,38.80416667,-76.06888889
11593,ESP,Stroudsburg Pocono,41.03555556,-75.16083333
11594,ESR,Ricardo Garcia Posada,-26.31527778,-69.76527778
11595,ESS,Essen Airport,51.40305556,6.93916667
11595,ESS,Essen Mulheim,51.40305556,6.93916667
11595,ESS,Essen Muelheim,51.40305556,6.93916667
11596,ETH,Eilat Airport,29.55972222,34.96138889
11597,ETN,Eastland Municipal,32.41166667,-98.8125
11598,ETS,Enterprise Municipal,31.3,-85.9
11599,ETZ,Metz Nancy Lorraine,48.97916667,6.24777778
11600,EUA,Eua Airport,-21.37583333,-174.9591667
11601,EUE,Eureka Airport,39.60722222,-116.0016667
11602,EUF,Weedon Field,31.95111111,-85.12888889
11603,EUG,Mahlon Sweet Field,44.12083333,-123.2175
11604,EUN,El Aaiun Airport,27.13333333,-13.21666667
11604,EUN,Laayoune Hassan I,27.13333333,-13.21666667
11604,EUN,Hassan I International,27.14361111,-13.22527778
11605,EUX,F.D. Roosevelt,17.49305556,-62.97777778
11606,EVC,Eva Creek Airport,64.0425,-148.8611111
11607,EVE,Harstad/Narvik Evenes,68.49111111,16.67972222
11607,EVE,Evenes Airport,68.49138889,16.67805556
11608,EVG,Sveg Airport,62.04777778,14.42305556
11609,EVM,Eveleth Virginia Municipal,47.42638889,-92.49583333
11610,EVN,Zvartnots,40.15416667,44.40138889
11612,EVV,Evansville Dress Regional,38.03666667,-87.5325
11612,EVV,Evansville Regional,38.03666667,-87.5325
11613,EVW,Evanston-Uinta County Burns Field,41.275,-111.0322222
11614,EVX,Fauville,49.02861111,1.22
11614,EVX,Evereaux Fauville,49.02861111,1.22
11614,EVX,Evreux Fauville,49.02861111,1.22
11615,EWB,New Bedford Regional,41.67694444,-70.95916667
11616,EWK,Newton City County,38.05527778,-97.27611111
11617,EWN,Craven County Regional,35.07361111,-77.0425
11617,EWN,Coastal Carolina Regional,35.07361111,-77.0425
11618,EWR,Newark Liberty International,40.69583333,-74.17166667
11619,EXI,Excursion,58.42083333,-135.4472222
11619,EXI,Excursion Inlet Seaplane Base,58.42083333,-135.4472222
11620,EXT,Exeter Airport,50.73416667,-3.42166667
11621,EXU,George Town Airport,23.46666667,-75.78166667
11622,EYL,Yelimane Airport,15.12916667,-10.57083333
11623,EYP,El Yopal Airport,5.3175,-72.38722222
11624,EYW,Key West International,24.55555556,-81.75972222
11625,EZE,Ministro Pistarini International,-34.82,-58.53388889
11625,EZE,Ministro Pistarini,-34.82222222,-58.53583333
11626,EZS,Elazig Airport,38.60833333,39.29166667
11627,F70,French Valley,33.57611111,-117.1280556
11628,FAB,Farnborough Airport,51.27583333,-0.77638889
11629,FAE,Vagar,62.06666667,-7.26666667
11630,FAI,Fairbanks International,64.81444444,-147.8627778
11631,FAJ,Fajardo Airport,18.30888889,-65.66194444
11631,FAJ,Diego Jimenez Torres,18.30888889,-65.66194444
11632,FAK,False Island Airport,57.51666667,-135.2166667
11633,FAL,Falcon State Park,26.58333333,-99.13333333
11634,FAM,Farmington Regional,37.76166667,-90.42833333
11635,FAN,Lista,58.10083333,6.62638889
11636,FAO,Faro Airport,37.01444444,-7.97083333
11637,FAR,Hector Field,46.91555556,-96.81472222
11637,FAR,Hector International,46.91555556,-96.81472222
11638,FAT,Fresno Air Terminal,36.77666667,-119.7172222
11638,FAT,Fresno Yosemite International,36.77611111,-119.7172222
11639,FAU,Fairmount Island Airport,60.89611111,-147.4466667
11640,FAV,Fakarava Airport,-16.05,-145.65
11641,FAY,Fayetteville Regional/Grannis Field,34.99138889,-78.88027778
11642,FBG,Simmons AFB,35.13194444,-78.935
11642,FBG,Simmons AAF,35.13194444,-78.93611111
11643,FBK,Ft. Wainwright AAF,64.83694444,-147.6144444
11643,FBK,Ladd AAF,64.8375,-147.6144444
11644,FBM,Lubumbashi International,-11.59083333,27.52916667
11645,FBR,Fort Bridger Airport,41.39305556,-110.4055556
11646,FBS,Friday Harbor Seaplane Base,48.5375,-123.0083333
11647,FBU,Fornebu,59.89472222,10.61888889
11648,FCA,Glacier Park International,48.31277778,-114.2511111
11649,FCH,Chandler Downtown,36.7325,-119.8188889
11649,FCH,Fresno Chandler Executive,36.73222222,-119.8202778
11650,FCM,Flying Cloud,44.82722222,-93.45722222
11651,FCO,Leonardo Da Vinci International,41.80027778,12.23888889
11651,FCO,Fiumicino,41.80444444,12.25083333
11652,FCS,Butts AAF,38.68333333,-104.7666667
11653,FDE,Forde Airport,61.45916667,5.8475
11654,FDF,Le Lamentin,14.58972222,-61.00611111
11654,FDF,Martinique Aime Cesaire International,14.58972222,-61.00611111
11654,FDF,Martinique Aime Cesaire,14.59222222,-60.99638889
11655,FDH,Friedrichshafen Airport,47.66722222,9.5125
11656,FDK,Frederick Municipal,39.41444444,-77.3775
11657,FDR,Frederick Municipal,34.35222222,-98.98472222
11657,FDR,Frederick Regional,34.35222222,-98.98388889
11658,FDU,Bandundu Airport,-3.30555556,17.38333333
11659,FDY,Findlay Airport,41.01583333,-83.66638889
11660,FEG,Fergana Airport,40.35027778,71.73361111
11661,FEN,Fernando de Noronha Airport,-3.855,-32.42333333
11662,FEP,Albertus,42.23555556,-89.56916667
11663,FET,Fremont Municipal,41.45,-96.51666667
11664,FEW,Francis E. Warren AFB Heliport,41.13333333,-104.8672222
11665,FEZ,Saiss,33.92888889,-4.9775
11665,FEZ,Saiss International,33.92722222,-4.97777778
11666,FFD,RAF Fairford,51.68222222,-1.78805556
11667,FFM,Fergus Falls Municipal-Einar Mickelson Field,46.28444444,-96.15666667
11668,FFO,Wright-Patterson AFB,39.82611111,-84.04833333
11669,FFT,Capital City,38.1825,-84.90472222
11670,FGD,Fderik Airport,22.675,-12.73194444
11671,FGI,Fagali I,-13.84861111,-171.7408333
11673,FHU,Libby AAF/Sierra Vista Municipal,31.58888889,-110.3430556
11673,FHU,Sierra Vista Municipal-Libby AAF,31.58833333,-110.3444444
11674,FIC,Fire Cove Airport,55.77777778,-131.5375
11675,FID,Elizabeth Field,41.25138889,-72.03166667
11676,FIH,N'Djili International,-4.38472222,15.445
11677,FIL,Socorro Municipal,38.95833333,-112.3625
11677,FIL,Fillmore Airport,38.95833333,-112.3625
11677,FIL,Fillmore Municipal,38.95805556,-112.3630556
11678,FIN,Finschhafen Airport,-6.6275,147.8638889
11679,FIZ,Fitzroy Crossing Airport,-18.17833333,125.5541667
11680,FJR,Fujairah International,25.11083333,56.32416667
11681,FKB,Baden Baden,48.77944444,8.08055556
11681,FKB,Karlsruhe/Baden-Baden Airport,48.77944444,8.08055556
11682,FKI,Kisangani Simisimi,0.51666667,25.155
11682,FKI,Bangoka International,0.48166667,25.33805556
11683,FKJ,Fukui Airport,36.13972222,136.2266667
11684,FKL,Venango Regional,41.37777778,-79.86027778
11685,FKS,Fukushima Airport,37.22861111,140.4291667
11686,FL1,Zephyrhills Municipal,28.22805556,-82.15583333
11687,FL2,Valkaria Airport,27.96194444,-80.55972222
11688,FL3,Vosikas,30.78,-85.59805556
11689,FL4,Flagler County,29.4675,-81.20638889
11689,FL4,Flagler Executive,29.46583333,-81.20861111
11690,FL5,Williston Municipal,29.35416667,-82.47277778
11691,FLA,Gustavo Artunduaga Paredes,1.58888889,-75.55888889
11692,FLB,Floriano Airport,-6.8,-43.03333333
11693,FLD,Fond Du Lac County,43.77166667,-88.48444444
11694,FLF,Flensburg Schaferhaus,54.77222222,9.38333333
11694,FLF,Flensburg Schaeferhaus,54.78027778,9.3725
11695,FLG,Flagstaff Pulliam,35.13777778,-111.6716667
11696,FLJ,Falls Bay Airport,60.51666667,-148
11697,FLL,Fort Lauderdale-Hollywood International,26.07416667,-80.15166667
11698,FLN,Hercilio Luz,-27.66972222,-48.55055556
11698,FLN,Hercilio Luz International,-27.67055556,-48.54722222
11699,FLO,Florence Regional,34.18888889,-79.72444444
11700,FLR,Firenze/Peretola,43.81027778,11.19777778
11700,FLR,Firenze,43.81,11.20222222
11701,FLS,Flinders Island Airport,-40.095,147.9966667
11702,FLT,Flat Airport,62.45416667,-157.9866667
11703,FLU,Flushing,40.77916667,-73.83277778
11704,FLV,Sherman AAF,39.36972222,-94.9125
11705,FLW,Flores,39.45527778,-31.13138889
11706,FLX,Fallon Municipal,39.50055556,-118.7477778
11707,FMA,Formosa Airport,-26.21277778,-58.235
11708,FMC,Five Mile Camp Airport,65.9275,-149.8375
11709,FMH,Otis AFB,41.65777778,-70.52222222
11709,FMH,Cape Cod CGAS,41.65916667,-70.52277778
11710,FMI,Kalemie Airport,-5.87833333,29.24527778
11711,FMN,Four Corners Regional,36.74111111,-108.2291667
11712,MSR,Munster/Osnabruck International,52.13611111,7.68555556
11712,FMO,Munster/Osnabruck International,52.13472222,7.68472222
11712,FMO,Munster/Osnabruck,52.13472222,7.685
11712,FMO,Muenster Osnabrueck,52.13472222,7.685
11713,FMS,Fort Madison Municipal,40.65888889,-91.3275
11714,FMY,Page Field,26.58694444,-81.86222222
11715,FNA,Freetown Lungi,8.6175,-13.19694444
11716,FNC,Funchal Airport,32.69055556,-16.775
11716,FNC,Madeira,32.69777778,-16.77444444
11717,FNI,Garons,43.75861111,4.41666667
11717,FNI,Nimes Garons,43.7575,4.41638889
11718,FNJ,Pyongyang International,39.22361111,125.67
11719,FNL,Fort Collins-Loveland Municipal,40.44888889,-105.0102778
11720,FNR,Funter Bay,58.25,-134.9
11721,FNT,Bishop International,42.96666667,-83.74166667
11723,FOB,Fort Bragg Airport,39.47444444,-123.7944444
11724,FOC,Changle,25.93472222,119.6636111
11725,FOD,Fort Dodge Regional,42.5525,-94.18972222
11726,FOE,Forbes AFB,38.9525,-95.6625
11726,FOE,Forbes Field,38.95083333,-95.66361111
11726,FOE,Topeka Regional,38.95083333,-95.66361111
11727,FOG,Foggia Airport,41.42666667,15.53944444
11728,FOK,Suffolk County,40.84361111,-72.63222222
11728,FOK,Francis S. Gabreski,40.84361111,-72.63222222
11730,FOR,Pinto Martins International,-3.77666667,-38.53444444
11731,FPO,Bah Freeport International,26.55527778,-78.7
11731,FPO,Freeport Airport,26.55666667,-78.69944444
11731,FPO,Grand Bahama International,26.55861111,-78.69555556
11732,FPR,St. Lucie County International,27.49305556,-80.36777778
11732,FPR,Treasure Coast International,27.4975,-80.37277778
11733,FPY,Perry-Foley,30.06916667,-83.57861111
